onset	duration	sample	trial_type	response_time	stim_file	value	HED
343.6400000000	n/a	n/a	n/a	n/a	n/a	2	n/a
362.0960000000	n/a	n/a	n/a	n/a	n/a	1	n/a
384.5480000000	n/a	n/a	n/a	n/a	n/a	1	n/a
476.6680000000	n/a	n/a	n/a	n/a	n/a	1	n/a
495.3600000000	n/a	n/a	n/a	n/a	n/a	1	n/a
518.4900000000	n/a	n/a	n/a	n/a	n/a	1	n/a
521.2300000000	n/a	n/a	n/a	n/a	n/a	500	n/a
521.5600000000	n/a	n/a	n/a	n/a	n/a	170	n/a
524.7400000000	n/a	n/a	n/a	n/a	n/a	4	n/a
525.3700000000	n/a	n/a	n/a	n/a	n/a	270	n/a
528.5400000000	n/a	n/a	n/a	n/a	n/a	370	n/a
535.1800000000	n/a	n/a	n/a	n/a	n/a	70	n/a
537.3280000000	n/a	n/a	n/a	n/a	n/a	4701	n/a
541.3600000000	n/a	n/a	n/a	n/a	n/a	500	n/a
541.7300000000	n/a	n/a	n/a	n/a	n/a	170	n/a
544.8800000000	n/a	n/a	n/a	n/a	n/a	4	n/a
545.5200000000	n/a	n/a	n/a	n/a	n/a	270	n/a
548.6700000000	n/a	n/a	n/a	n/a	n/a	370	n/a
555.3500000000	n/a	n/a	n/a	n/a	n/a	70	n/a
557.9960000000	n/a	n/a	n/a	n/a	n/a	4701	n/a
561.8100000000	n/a	n/a	n/a	n/a	n/a	500	n/a
562.1400000000	n/a	n/a	n/a	n/a	n/a	170	n/a
565.3200000000	n/a	n/a	n/a	n/a	n/a	4	n/a
565.9500000000	n/a	n/a	n/a	n/a	n/a	270	n/a
569.1200000000	n/a	n/a	n/a	n/a	n/a	370	n/a
575.7700000000	n/a	n/a	n/a	n/a	n/a	70	n/a
577.4040000000	n/a	n/a	n/a	n/a	n/a	4701	n/a
582.3800000000	n/a	n/a	n/a	n/a	n/a	500	n/a
582.7100000000	n/a	n/a	n/a	n/a	n/a	170	n/a
585.8800000000	n/a	n/a	n/a	n/a	n/a	4	n/a
586.5200000000	n/a	n/a	n/a	n/a	n/a	270	n/a
589.6900000000	n/a	n/a	n/a	n/a	n/a	370	n/a
596.3300000000	n/a	n/a	n/a	n/a	n/a	70	n/a
598.9360000000	n/a	n/a	n/a	n/a	n/a	4701	n/a
602.9100000000	n/a	n/a	n/a	n/a	n/a	500	n/a
603.2800000000	n/a	n/a	n/a	n/a	n/a	170	n/a
606.4200000000	n/a	n/a	n/a	n/a	n/a	4	n/a
607.0800000000	n/a	n/a	n/a	n/a	n/a	270	n/a
