onset	duration	sample	trial_type	response_time	stim_file	value	HED
273.9240000000	n/a	n/a	n/a	n/a	n/a	2	n/a
291.2980000000	n/a	n/a	n/a	n/a	n/a	1	n/a
314.5620000000	n/a	n/a	n/a	n/a	n/a	2	n/a
404.4880000000	n/a	n/a	n/a	n/a	n/a	2	n/a
424.4360000000	n/a	n/a	n/a	n/a	n/a	1	n/a
446.4780000000	n/a	n/a	n/a	n/a	n/a	2	n/a
449.6700000000	n/a	n/a	n/a	n/a	n/a	500	n/a
450.0300000000	n/a	n/a	n/a	n/a	n/a	150	n/a
453.1700000000	n/a	n/a	n/a	n/a	n/a	4	n/a
453.8400000000	n/a	n/a	n/a	n/a	n/a	250	n/a
456.9800000000	n/a	n/a	n/a	n/a	n/a	350	n/a
463.6400000000	n/a	n/a	n/a	n/a	n/a	50	n/a
466.3140000000	n/a	n/a	n/a	n/a	n/a	4501	n/a
469.7500000000	n/a	n/a	n/a	n/a	n/a	500	n/a
470.1200000000	n/a	n/a	n/a	n/a	n/a	150	n/a
473.2500000000	n/a	n/a	n/a	n/a	n/a	4	n/a
473.9200000000	n/a	n/a	n/a	n/a	n/a	250	n/a
477.0600000000	n/a	n/a	n/a	n/a	n/a	350	n/a
483.7400000000	n/a	n/a	n/a	n/a	n/a	50	n/a
486.6180000000	n/a	n/a	n/a	n/a	n/a	4501	n/a
490.1800000000	n/a	n/a	n/a	n/a	n/a	500	n/a
490.5200000000	n/a	n/a	n/a	n/a	n/a	150	n/a
493.6900000000	n/a	n/a	n/a	n/a	n/a	4	n/a
494.3200000000	n/a	n/a	n/a	n/a	n/a	250	n/a
497.4900000000	n/a	n/a	n/a	n/a	n/a	350	n/a
504.1400000000	n/a	n/a	n/a	n/a	n/a	50	n/a
507.3200000000	n/a	n/a	n/a	n/a	n/a	4501	n/a
510.6800000000	n/a	n/a	n/a	n/a	n/a	500	n/a
511.0500000000	n/a	n/a	n/a	n/a	n/a	150	n/a
514.1900000000	n/a	n/a	n/a	n/a	n/a	4	n/a
514.8500000000	n/a	n/a	n/a	n/a	n/a	250	n/a
517.9900000000	n/a	n/a	n/a	n/a	n/a	350	n/a
524.6700000000	n/a	n/a	n/a	n/a	n/a	50	n/a
527.3720000000	n/a	n/a	n/a	n/a	n/a	4501	n/a
531.1100000000	n/a	n/a	n/a	n/a	n/a	500	n/a
531.4500000000	n/a	n/a	n/a	n/a	n/a	150	n/a
534.6200000000	n/a	n/a	n/a	n/a	n/a	4	n/a
535.2500000000	n/a	n/a	n/a	n/a	n/a	250	n/a
538.4300000000	n/a	n/a	n/a	n/a	n/a	350	n/a
545.0700000000	n/a	n/a	n/a	n/a	n/a	50	n/a
546.9580000000	n/a	n/a	n/a	n/a	n/a	4501	n/a
551.2100000000	n/a	n/a	n/a	n/a	n/a	500	n/a
551.5500000000	n/a	n/a	n/a	n/a	n/a	150	n/a
554.7200000000	n/a	n/a	n/a	n/a	n/a	4	n/a
555.3500000000	n/a	n/a	n/a	n/a	n/a	250	n/a
558.5200000000	n/a	n/a	n/a	n/a	n/a	350	n/a
565.1700000000	n/a	n/a	n/a	n/a	n/a	50	n/a
568.7840000000	n/a	n/a	n/a	n/a	n/a	4501	n/a
571.6800000000	n/a	n/a	n/a	n/a	n/a	500	n/a
572.0100000000	n/a	n/a	n/a	n/a	n/a	150	n/a
575.1500000000	n/a	n/a	n/a	n/a	n/a	4	n/a
575.8200000000	n/a	n/a	n/a	n/a	n/a	250	n/a
578.9600000000	n/a	n/a	n/a	n/a	n/a	350	n/a
585.6400000000	n/a	n/a	n/a	n/a	n/a	50	n/a
587.9400000000	n/a	n/a	n/a	n/a	n/a	4501	n/a
592.0800000000	n/a	n/a	n/a	n/a	n/a	500	n/a
592.4100000000	n/a	n/a	n/a	n/a	n/a	150	n/a
595.5800000000	n/a	n/a	n/a	n/a	n/a	4	n/a
596.2200000000	n/a	n/a	n/a	n/a	n/a	250	n/a
599.3900000000	n/a	n/a	n/a	n/a	n/a	350	n/a
606.0300000000	n/a	n/a	n/a	n/a	n/a	50	n/a
608.7660000000	n/a	n/a	n/a	n/a	n/a	4501	n/a
612.2100000000	n/a	n/a	n/a	n/a	n/a	500	n/a
612.5400000000	n/a	n/a	n/a	n/a	n/a	150	n/a
615.7200000000	n/a	n/a	n/a	n/a	n/a	4	n/a
616.3500000000	n/a	n/a	n/a	n/a	n/a	250	n/a
619.5200000000	n/a	n/a	n/a	n/a	n/a	350	n/a
626.1700000000	n/a	n/a	n/a	n/a	n/a	50	n/a
627.1860000000	n/a	n/a	n/a	n/a	n/a	4501	n/a
632.7100000000	n/a	n/a	n/a	n/a	n/a	500	n/a
633.0800000000	n/a	n/a	n/a	n/a	n/a	150	n/a
636.2200000000	n/a	n/a	n/a	n/a	n/a	4	n/a
636.8800000000	n/a	n/a	n/a	n/a	n/a	250	n/a
640.0200000000	n/a	n/a	n/a	n/a	n/a	350	n/a
646.7000000000	n/a	n/a	n/a	n/a	n/a	50	n/a
648.5800000000	n/a	n/a	n/a	n/a	n/a	4501	n/a
