onset	duration	sample	trial_type	response_time	stim_file	value	HED
535.4140000000	n/a	n/a	n/a	n/a	n/a	2	n/a
556.6140000000	n/a	n/a	n/a	n/a	n/a	1	n/a
579.1000000000	n/a	n/a	n/a	n/a	n/a	2	n/a
582.1200000000	n/a	n/a	n/a	n/a	n/a	500	n/a
582.4800000000	n/a	n/a	n/a	n/a	n/a	150	n/a
585.6200000000	n/a	n/a	n/a	n/a	n/a	4	n/a
586.2900000000	n/a	n/a	n/a	n/a	n/a	250	n/a
589.4300000000	n/a	n/a	n/a	n/a	n/a	350	n/a
596.1100000000	n/a	n/a	n/a	n/a	n/a	50	n/a
598.1680000000	n/a	n/a	n/a	n/a	n/a	4500	n/a
602.2000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
602.5700000000	n/a	n/a	n/a	n/a	n/a	150	n/a
605.7000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
606.3700000000	n/a	n/a	n/a	n/a	n/a	250	n/a
609.5100000000	n/a	n/a	n/a	n/a	n/a	350	n/a
616.1900000000	n/a	n/a	n/a	n/a	n/a	50	n/a
620.3580000000	n/a	n/a	n/a	n/a	n/a	4501	n/a
622.6300000000	n/a	n/a	n/a	n/a	n/a	500	n/a
622.9700000000	n/a	n/a	n/a	n/a	n/a	150	n/a
626.1400000000	n/a	n/a	n/a	n/a	n/a	4	n/a
626.7700000000	n/a	n/a	n/a	n/a	n/a	250	n/a
629.9400000000	n/a	n/a	n/a	n/a	n/a	350	n/a
636.5900000000	n/a	n/a	n/a	n/a	n/a	50	n/a
638.5300000000	n/a	n/a	n/a	n/a	n/a	4501	n/a
643.1600000000	n/a	n/a	n/a	n/a	n/a	500	n/a
643.5000000000	n/a	n/a	n/a	n/a	n/a	150	n/a
646.6700000000	n/a	n/a	n/a	n/a	n/a	4	n/a
647.3000000000	n/a	n/a	n/a	n/a	n/a	250	n/a
650.4600000000	n/a	n/a	n/a	n/a	n/a	350	n/a
657.1400000000	n/a	n/a	n/a	n/a	n/a	50	n/a
660.7020000000	n/a	n/a	n/a	n/a	n/a	4501	n/a
663.5600000000	n/a	n/a	n/a	n/a	n/a	500	n/a
663.9000000000	n/a	n/a	n/a	n/a	n/a	150	n/a
667.0700000000	n/a	n/a	n/a	n/a	n/a	4	n/a
667.7200000000	n/a	n/a	n/a	n/a	n/a	250	n/a
670.8600000000	n/a	n/a	n/a	n/a	n/a	350	n/a
677.5200000000	n/a	n/a	n/a	n/a	n/a	50	n/a
681.8320000000	n/a	n/a	n/a	n/a	n/a	4501	n/a
683.6600000000	n/a	n/a	n/a	n/a	n/a	500	n/a
684.0000000000	n/a	n/a	n/a	n/a	n/a	150	n/a
687.1700000000	n/a	n/a	n/a	n/a	n/a	4	n/a
687.8000000000	n/a	n/a	n/a	n/a	n/a	250	n/a
690.9700000000	n/a	n/a	n/a	n/a	n/a	350	n/a
697.6200000000	n/a	n/a	n/a	n/a	n/a	50	n/a
699.0380000000	n/a	n/a	n/a	n/a	n/a	4501	n/a
704.1300000000	n/a	n/a	n/a	n/a	n/a	500	n/a
704.4600000000	n/a	n/a	n/a	n/a	n/a	150	n/a
707.6300000000	n/a	n/a	n/a	n/a	n/a	4	n/a
708.2700000000	n/a	n/a	n/a	n/a	n/a	250	n/a
711.4400000000	n/a	n/a	n/a	n/a	n/a	350	n/a
718.0800000000	n/a	n/a	n/a	n/a	n/a	50	n/a
719.9700000000	n/a	n/a	n/a	n/a	n/a	4501	n/a
724.5300000000	n/a	n/a	n/a	n/a	n/a	500	n/a
724.8600000000	n/a	n/a	n/a	n/a	n/a	150	n/a
728.0300000000	n/a	n/a	n/a	n/a	n/a	4	n/a
728.6700000000	n/a	n/a	n/a	n/a	n/a	250	n/a
731.8400000000	n/a	n/a	n/a	n/a	n/a	350	n/a
738.4800000000	n/a	n/a	n/a	n/a	n/a	50	n/a
742.2060000000	n/a	n/a	n/a	n/a	n/a	4501	n/a
744.6600000000	n/a	n/a	n/a	n/a	n/a	500	n/a
744.9900000000	n/a	n/a	n/a	n/a	n/a	150	n/a
748.1600000000	n/a	n/a	n/a	n/a	n/a	4	n/a
748.8000000000	n/a	n/a	n/a	n/a	n/a	250	n/a
751.9700000000	n/a	n/a	n/a	n/a	n/a	350	n/a
758.6100000000	n/a	n/a	n/a	n/a	n/a	50	n/a
759.9800000000	n/a	n/a	n/a	n/a	n/a	4501	n/a
765.1600000000	n/a	n/a	n/a	n/a	n/a	500	n/a
765.5300000000	n/a	n/a	n/a	n/a	n/a	150	n/a
768.6600000000	n/a	n/a	n/a	n/a	n/a	4	n/a
769.3300000000	n/a	n/a	n/a	n/a	n/a	250	n/a
772.4700000000	n/a	n/a	n/a	n/a	n/a	350	n/a
