onset	duration	sample	trial_type	response_time	stim_file	value	HED
553.5140000000	n/a	n/a	n/a	n/a	n/a	2	n/a
758.2340000000	n/a	n/a	n/a	n/a	n/a	1	n/a
779.6700000000	n/a	n/a	n/a	n/a	n/a	1	n/a
800.5440000000	n/a	n/a	n/a	n/a	n/a	1	n/a
804.6000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
804.9400000000	n/a	n/a	n/a	n/a	n/a	161	n/a
808.1100000000	n/a	n/a	n/a	n/a	n/a	4	n/a
808.7400000000	n/a	n/a	n/a	n/a	n/a	261	n/a
811.9100000000	n/a	n/a	n/a	n/a	n/a	361	n/a
818.5700000000	n/a	n/a	n/a	n/a	n/a	61	n/a
820.0920000000	n/a	n/a	n/a	n/a	n/a	4611	n/a
825.1300000000	n/a	n/a	n/a	n/a	n/a	500	n/a
825.5000000000	n/a	n/a	n/a	n/a	n/a	161	n/a
828.6400000000	n/a	n/a	n/a	n/a	n/a	4	n/a
829.3100000000	n/a	n/a	n/a	n/a	n/a	261	n/a
832.4500000000	n/a	n/a	n/a	n/a	n/a	361	n/a
839.1200000000	n/a	n/a	n/a	n/a	n/a	61	n/a
840.9320000000	n/a	n/a	n/a	n/a	n/a	4611	n/a
845.6300000000	n/a	n/a	n/a	n/a	n/a	500	n/a
845.9700000000	n/a	n/a	n/a	n/a	n/a	161	n/a
849.1100000000	n/a	n/a	n/a	n/a	n/a	4	n/a
849.7700000000	n/a	n/a	n/a	n/a	n/a	261	n/a
852.9400000000	n/a	n/a	n/a	n/a	n/a	361	n/a
859.6100000000	n/a	n/a	n/a	n/a	n/a	61	n/a
862.3860000000	n/a	n/a	n/a	n/a	n/a	4611	n/a
866.0500000000	n/a	n/a	n/a	n/a	n/a	500	n/a
866.4200000000	n/a	n/a	n/a	n/a	n/a	161	n/a
869.5500000000	n/a	n/a	n/a	n/a	n/a	4	n/a
870.2200000000	n/a	n/a	n/a	n/a	n/a	261	n/a
873.3800000000	n/a	n/a	n/a	n/a	n/a	361	n/a
880.0200000000	n/a	n/a	n/a	n/a	n/a	61	n/a
881.9540000000	n/a	n/a	n/a	n/a	n/a	4611	n/a
886.2700000000	n/a	n/a	n/a	n/a	n/a	500	n/a
886.6000000000	n/a	n/a	n/a	n/a	n/a	161	n/a
889.7700000000	n/a	n/a	n/a	n/a	n/a	4	n/a
890.4100000000	n/a	n/a	n/a	n/a	n/a	261	n/a
893.5800000000	n/a	n/a	n/a	n/a	n/a	361	n/a
900.2200000000	n/a	n/a	n/a	n/a	n/a	61	n/a
901.5220000000	n/a	n/a	n/a	n/a	n/a	4610	n/a
906.3600000000	n/a	n/a	n/a	n/a	n/a	500	n/a
906.7000000000	n/a	n/a	n/a	n/a	n/a	161	n/a
909.8700000000	n/a	n/a	n/a	n/a	n/a	4	n/a
910.5000000000	n/a	n/a	n/a	n/a	n/a	261	n/a
913.6700000000	n/a	n/a	n/a	n/a	n/a	361	n/a
920.3200000000	n/a	n/a	n/a	n/a	n/a	61	n/a
921.9400000000	n/a	n/a	n/a	n/a	n/a	4611	n/a
926.5600000000	n/a	n/a	n/a	n/a	n/a	500	n/a
926.9000000000	n/a	n/a	n/a	n/a	n/a	161	n/a
930.0700000000	n/a	n/a	n/a	n/a	n/a	4	n/a
930.7000000000	n/a	n/a	n/a	n/a	n/a	261	n/a
933.8700000000	n/a	n/a	n/a	n/a	n/a	361	n/a
940.5200000000	n/a	n/a	n/a	n/a	n/a	61	n/a
941.9860000000	n/a	n/a	n/a	n/a	n/a	4611	n/a
946.9300000000	n/a	n/a	n/a	n/a	n/a	500	n/a
947.2600000000	n/a	n/a	n/a	n/a	n/a	161	n/a
950.4300000000	n/a	n/a	n/a	n/a	n/a	4	n/a
951.0700000000	n/a	n/a	n/a	n/a	n/a	261	n/a
954.2400000000	n/a	n/a	n/a	n/a	n/a	361	n/a
960.8800000000	n/a	n/a	n/a	n/a	n/a	61	n/a
962.9720000000	n/a	n/a	n/a	n/a	n/a	4611	n/a
967.3300000000	n/a	n/a	n/a	n/a	n/a	500	n/a
967.7000000000	n/a	n/a	n/a	n/a	n/a	161	n/a
970.8300000000	n/a	n/a	n/a	n/a	n/a	4	n/a
971.5000000000	n/a	n/a	n/a	n/a	n/a	261	n/a
974.6400000000	n/a	n/a	n/a	n/a	n/a	361	n/a
981.3200000000	n/a	n/a	n/a	n/a	n/a	61	n/a
983.6280000000	n/a	n/a	n/a	n/a	n/a	4610	n/a
987.7900000000	n/a	n/a	n/a	n/a	n/a	500	n/a
988.1300000000	n/a	n/a	n/a	n/a	n/a	161	n/a
991.3000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
991.9300000000	n/a	n/a	n/a	n/a	n/a	261	n/a
995.0900000000	n/a	n/a	n/a	n/a	n/a	361	n/a
1001.8000000000	n/a	n/a	n/a	n/a	n/a	61	n/a
1003.3800000000	n/a	n/a	n/a	n/a	n/a	4611	n/a
1008.4000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
1008.7000000000	n/a	n/a	n/a	n/a	n/a	161	n/a
1011.9000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
1012.5000000000	n/a	n/a	n/a	n/a	n/a	261	n/a
1015.7000000000	n/a	n/a	n/a	n/a	n/a	361	n/a
1022.3000000000	n/a	n/a	n/a	n/a	n/a	61	n/a
1025.3300000000	n/a	n/a	n/a	n/a	n/a	4611	n/a
1028.9000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
1029.2000000000	n/a	n/a	n/a	n/a	n/a	161	n/a
1032.4000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
1033.0000000000	n/a	n/a	n/a	n/a	n/a	261	n/a
1036.2000000000	n/a	n/a	n/a	n/a	n/a	361	n/a
1042.8000000000	n/a	n/a	n/a	n/a	n/a	61	n/a
1044.0220000000	n/a	n/a	n/a	n/a	n/a	4611	n/a
1049.4000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
1049.7000000000	n/a	n/a	n/a	n/a	n/a	161	n/a
1052.9000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
1053.5000000000	n/a	n/a	n/a	n/a	n/a	261	n/a
1056.7000000000	n/a	n/a	n/a	n/a	n/a	361	n/a
1063.3000000000	n/a	n/a	n/a	n/a	n/a	61	n/a
1064.7200000000	n/a	n/a	n/a	n/a	n/a	4611	n/a
1069.5000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
1069.8000000000	n/a	n/a	n/a	n/a	n/a	161	n/a
1073.0000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
1073.6000000000	n/a	n/a	n/a	n/a	n/a	261	n/a
1076.8000000000	n/a	n/a	n/a	n/a	n/a	361	n/a
1083.4000000000	n/a	n/a	n/a	n/a	n/a	61	n/a
1085.1440000000	n/a	n/a	n/a	n/a	n/a	4610	n/a
1090.0000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
1090.4000000000	n/a	n/a	n/a	n/a	n/a	161	n/a
1093.5000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
1094.2000000000	n/a	n/a	n/a	n/a	n/a	261	n/a
1097.3000000000	n/a	n/a	n/a	n/a	n/a	361	n/a
1104.0000000000	n/a	n/a	n/a	n/a	n/a	61	n/a
1105.8960000000	n/a	n/a	n/a	n/a	n/a	4611	n/a
1110.3000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
1110.6000000000	n/a	n/a	n/a	n/a	n/a	161	n/a
1113.8000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
1114.5000000000	n/a	n/a	n/a	n/a	n/a	261	n/a
1117.6000000000	n/a	n/a	n/a	n/a	n/a	361	n/a
1124.3000000000	n/a	n/a	n/a	n/a	n/a	61	n/a
1127.8820000000	n/a	n/a	n/a	n/a	n/a	4611	n/a
1130.7000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
1131.0000000000	n/a	n/a	n/a	n/a	n/a	161	n/a
1134.2000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
1134.8000000000	n/a	n/a	n/a	n/a	n/a	261	n/a
1138.0000000000	n/a	n/a	n/a	n/a	n/a	361	n/a
1144.6000000000	n/a	n/a	n/a	n/a	n/a	61	n/a
1146.3480000000	n/a	n/a	n/a	n/a	n/a	4611	n/a
1151.1000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
1151.5000000000	n/a	n/a	n/a	n/a	n/a	161	n/a
1154.6000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
1155.3000000000	n/a	n/a	n/a	n/a	n/a	261	n/a
1158.5000000000	n/a	n/a	n/a	n/a	n/a	361	n/a
1165.1000000000	n/a	n/a	n/a	n/a	n/a	61	n/a
1167.8340000000	n/a	n/a	n/a	n/a	n/a	4611	n/a
1171.5000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
1171.9000000000	n/a	n/a	n/a	n/a	n/a	161	n/a
1175.1000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
1175.7000000000	n/a	n/a	n/a	n/a	n/a	261	n/a
1178.9000000000	n/a	n/a	n/a	n/a	n/a	361	n/a
1185.5000000000	n/a	n/a	n/a	n/a	n/a	61	n/a
1187.3020000000	n/a	n/a	n/a	n/a	n/a	4611	n/a
1192.1000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
1192.5000000000	n/a	n/a	n/a	n/a	n/a	161	n/a
1195.6000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
1196.3000000000	n/a	n/a	n/a	n/a	n/a	261	n/a
1199.4000000000	n/a	n/a	n/a	n/a	n/a	361	n/a
1206.1000000000	n/a	n/a	n/a	n/a	n/a	61	n/a
1209.8620000000	n/a	n/a	n/a	n/a	n/a	4611	n/a
1212.4000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
1212.8000000000	n/a	n/a	n/a	n/a	n/a	160	n/a
1215.9000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
1216.5000000000	n/a	n/a	n/a	n/a	n/a	260	n/a
1219.7000000000	n/a	n/a	n/a	n/a	n/a	360	n/a
1226.4000000000	n/a	n/a	n/a	n/a	n/a	60	n/a
1229.1300000000	n/a	n/a	n/a	n/a	n/a	4601	n/a
1232.5000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
1232.8000000000	n/a	n/a	n/a	n/a	n/a	160	n/a
1236.0000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
1236.7000000000	n/a	n/a	n/a	n/a	n/a	260	n/a
1239.8000000000	n/a	n/a	n/a	n/a	n/a	360	n/a
1246.5000000000	n/a	n/a	n/a	n/a	n/a	60	n/a
1247.7760000000	n/a	n/a	n/a	n/a	n/a	4601	n/a
1252.7000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
1253.1000000000	n/a	n/a	n/a	n/a	n/a	160	n/a
1256.2000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
1256.9000000000	n/a	n/a	n/a	n/a	n/a	260	n/a
1260.0000000000	n/a	n/a	n/a	n/a	n/a	360	n/a
1266.7000000000	n/a	n/a	n/a	n/a	n/a	60	n/a
1268.3020000000	n/a	n/a	n/a	n/a	n/a	4601	n/a
1272.8000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
1273.2000000000	n/a	n/a	n/a	n/a	n/a	160	n/a
1276.4000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
1277.0000000000	n/a	n/a	n/a	n/a	n/a	260	n/a
1280.2000000000	n/a	n/a	n/a	n/a	n/a	360	n/a
1286.8000000000	n/a	n/a	n/a	n/a	n/a	60	n/a
1289.3400000000	n/a	n/a	n/a	n/a	n/a	4601	n/a
1293.2000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
1293.6000000000	n/a	n/a	n/a	n/a	n/a	160	n/a
1296.7000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
1297.4000000000	n/a	n/a	n/a	n/a	n/a	260	n/a
1300.5000000000	n/a	n/a	n/a	n/a	n/a	360	n/a
1307.2000000000	n/a	n/a	n/a	n/a	n/a	60	n/a
1308.6980000000	n/a	n/a	n/a	n/a	n/a	4600	n/a
1310.4760000000	n/a	n/a	n/a	n/a	n/a	4601	n/a
1313.4000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
1313.7000000000	n/a	n/a	n/a	n/a	n/a	160	n/a
1316.9000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
1317.5000000000	n/a	n/a	n/a	n/a	n/a	260	n/a
1320.7000000000	n/a	n/a	n/a	n/a	n/a	360	n/a
1327.4000000000	n/a	n/a	n/a	n/a	n/a	60	n/a
1328.9180000000	n/a	n/a	n/a	n/a	n/a	4601	n/a
1333.5000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
1333.8000000000	n/a	n/a	n/a	n/a	n/a	160	n/a
1337.0000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
1337.6000000000	n/a	n/a	n/a	n/a	n/a	260	n/a
1340.8000000000	n/a	n/a	n/a	n/a	n/a	360	n/a
1347.5000000000	n/a	n/a	n/a	n/a	n/a	60	n/a
1349.8460000000	n/a	n/a	n/a	n/a	n/a	4600	n/a
1353.7000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
1354.0000000000	n/a	n/a	n/a	n/a	n/a	160	n/a
1357.2000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
1357.8000000000	n/a	n/a	n/a	n/a	n/a	260	n/a
1361.0000000000	n/a	n/a	n/a	n/a	n/a	360	n/a
1367.7000000000	n/a	n/a	n/a	n/a	n/a	60	n/a
1369.4380000000	n/a	n/a	n/a	n/a	n/a	4600	n/a
1374.1000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
1374.5000000000	n/a	n/a	n/a	n/a	n/a	160	n/a
1377.6000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
1378.3000000000	n/a	n/a	n/a	n/a	n/a	260	n/a
1381.5000000000	n/a	n/a	n/a	n/a	n/a	360	n/a
1388.1000000000	n/a	n/a	n/a	n/a	n/a	60	n/a
1390.1940000000	n/a	n/a	n/a	n/a	n/a	4600	n/a
1394.5000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
1394.9000000000	n/a	n/a	n/a	n/a	n/a	160	n/a
