onset	duration	sample	trial_type	response_time	stim_file	value	HED
436.5580000000	n/a	n/a	n/a	n/a	n/a	1	n/a
540.3920000000	n/a	n/a	n/a	n/a	n/a	2	n/a
559.0020000000	n/a	n/a	n/a	n/a	n/a	1	n/a
582.3700000000	n/a	n/a	n/a	n/a	n/a	500	n/a
582.7400000000	n/a	n/a	n/a	n/a	n/a	170	n/a
584.6360000000	n/a	n/a	n/a	n/a	n/a	1	n/a
585.8800000000	n/a	n/a	n/a	n/a	n/a	4	n/a
586.5400000000	n/a	n/a	n/a	n/a	n/a	270	n/a
589.6800000000	n/a	n/a	n/a	n/a	n/a	370	n/a
596.3600000000	n/a	n/a	n/a	n/a	n/a	70	n/a
599.5720000000	n/a	n/a	n/a	n/a	n/a	4701	n/a
602.5400000000	n/a	n/a	n/a	n/a	n/a	500	n/a
602.8700000000	n/a	n/a	n/a	n/a	n/a	170	n/a
606.0400000000	n/a	n/a	n/a	n/a	n/a	4	n/a
606.6700000000	n/a	n/a	n/a	n/a	n/a	270	n/a
609.8500000000	n/a	n/a	n/a	n/a	n/a	370	n/a
616.4900000000	n/a	n/a	n/a	n/a	n/a	70	n/a
621.1840000000	n/a	n/a	n/a	n/a	n/a	4700	n/a
622.9700000000	n/a	n/a	n/a	n/a	n/a	500	n/a
623.3000000000	n/a	n/a	n/a	n/a	n/a	170	n/a
626.4700000000	n/a	n/a	n/a	n/a	n/a	4	n/a
627.1100000000	n/a	n/a	n/a	n/a	n/a	270	n/a
630.2800000000	n/a	n/a	n/a	n/a	n/a	370	n/a
636.9200000000	n/a	n/a	n/a	n/a	n/a	70	n/a
640.7820000000	n/a	n/a	n/a	n/a	n/a	4701	n/a
643.5300000000	n/a	n/a	n/a	n/a	n/a	500	n/a
643.8700000000	n/a	n/a	n/a	n/a	n/a	170	n/a
647.0400000000	n/a	n/a	n/a	n/a	n/a	4	n/a
647.6700000000	n/a	n/a	n/a	n/a	n/a	270	n/a
650.8300000000	n/a	n/a	n/a	n/a	n/a	370	n/a
657.5100000000	n/a	n/a	n/a	n/a	n/a	70	n/a
662.5880000000	n/a	n/a	n/a	n/a	n/a	4700	n/a
664.0700000000	n/a	n/a	n/a	n/a	n/a	500	n/a
664.4300000000	n/a	n/a	n/a	n/a	n/a	170	n/a
667.5700000000	n/a	n/a	n/a	n/a	n/a	4	n/a
668.2400000000	n/a	n/a	n/a	n/a	n/a	270	n/a
671.3800000000	n/a	n/a	n/a	n/a	n/a	370	n/a
678.0600000000	n/a	n/a	n/a	n/a	n/a	70	n/a
681.5300000000	n/a	n/a	n/a	n/a	n/a	4701	n/a
684.6300000000	n/a	n/a	n/a	n/a	n/a	500	n/a
684.9800000000	n/a	n/a	n/a	n/a	n/a	170	n/a
688.1600000000	n/a	n/a	n/a	n/a	n/a	4	n/a
688.7900000000	n/a	n/a	n/a	n/a	n/a	270	n/a
691.9600000000	n/a	n/a	n/a	n/a	n/a	370	n/a
698.6100000000	n/a	n/a	n/a	n/a	n/a	70	n/a
702.0660000000	n/a	n/a	n/a	n/a	n/a	4700	n/a
705.0500000000	n/a	n/a	n/a	n/a	n/a	500	n/a
705.3800000000	n/a	n/a	n/a	n/a	n/a	170	n/a
708.5500000000	n/a	n/a	n/a	n/a	n/a	4	n/a
709.1900000000	n/a	n/a	n/a	n/a	n/a	270	n/a
712.3600000000	n/a	n/a	n/a	n/a	n/a	370	n/a
719.0200000000	n/a	n/a	n/a	n/a	n/a	70	n/a
724.6460000000	n/a	n/a	n/a	n/a	n/a	4701	n/a
725.4700000000	n/a	n/a	n/a	n/a	n/a	500	n/a
725.8300000000	n/a	n/a	n/a	n/a	n/a	170	n/a
728.9700000000	n/a	n/a	n/a	n/a	n/a	4	n/a
729.6400000000	n/a	n/a	n/a	n/a	n/a	270	n/a
732.7800000000	n/a	n/a	n/a	n/a	n/a	370	n/a
739.4500000000	n/a	n/a	n/a	n/a	n/a	70	n/a
