onset	duration	sample	trial_type	response_time	stim_file	value	HED
280.7520000000	n/a	n/a	n/a	n/a	n/a	1	n/a
495.8240000000	n/a	n/a	n/a	n/a	n/a	1	n/a
516.9100000000	n/a	n/a	n/a	n/a	n/a	1	n/a
521.7400000000	n/a	n/a	n/a	n/a	n/a	500	n/a
522.1200000000	n/a	n/a	n/a	n/a	n/a	161	n/a
525.2400000000	n/a	n/a	n/a	n/a	n/a	4	n/a
525.9100000000	n/a	n/a	n/a	n/a	n/a	261	n/a
529.0500000000	n/a	n/a	n/a	n/a	n/a	361	n/a
535.7100000000	n/a	n/a	n/a	n/a	n/a	61	n/a
536.6160000000	n/a	n/a	n/a	n/a	n/a	4611	n/a
542.2900000000	n/a	n/a	n/a	n/a	n/a	500	n/a
542.6500000000	n/a	n/a	n/a	n/a	n/a	161	n/a
545.8100000000	n/a	n/a	n/a	n/a	n/a	4	n/a
546.4400000000	n/a	n/a	n/a	n/a	n/a	261	n/a
549.6100000000	n/a	n/a	n/a	n/a	n/a	361	n/a
556.2600000000	n/a	n/a	n/a	n/a	n/a	61	n/a
557.1280000000	n/a	n/a	n/a	n/a	n/a	4611	n/a
562.7700000000	n/a	n/a	n/a	n/a	n/a	500	n/a
563.1400000000	n/a	n/a	n/a	n/a	n/a	161	n/a
566.2700000000	n/a	n/a	n/a	n/a	n/a	4	n/a
566.9400000000	n/a	n/a	n/a	n/a	n/a	261	n/a
570.0800000000	n/a	n/a	n/a	n/a	n/a	361	n/a
576.7600000000	n/a	n/a	n/a	n/a	n/a	61	n/a
577.9920000000	n/a	n/a	n/a	n/a	n/a	4610	n/a
583.2000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
583.5700000000	n/a	n/a	n/a	n/a	n/a	161	n/a
586.7100000000	n/a	n/a	n/a	n/a	n/a	4	n/a
587.3600000000	n/a	n/a	n/a	n/a	n/a	261	n/a
590.5300000000	n/a	n/a	n/a	n/a	n/a	361	n/a
597.1900000000	n/a	n/a	n/a	n/a	n/a	61	n/a
598.4220000000	n/a	n/a	n/a	n/a	n/a	4611	n/a
603.4000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
603.7700000000	n/a	n/a	n/a	n/a	n/a	161	n/a
