onset	duration	sample	trial_type	response_time	stim_file	value	HED
274.7860000000	n/a	n/a	n/a	n/a	n/a	1	n/a
294.1420000000	n/a	n/a	n/a	n/a	n/a	1	n/a
314.9640000000	n/a	n/a	n/a	n/a	n/a	2	n/a
453.6020000000	n/a	n/a	n/a	n/a	n/a	2	n/a
472.6340000000	n/a	n/a	n/a	n/a	n/a	1	n/a
494.3660000000	n/a	n/a	n/a	n/a	n/a	1	n/a
497.9800000000	n/a	n/a	n/a	n/a	n/a	500	n/a
498.3500000000	n/a	n/a	n/a	n/a	n/a	170	n/a
501.4900000000	n/a	n/a	n/a	n/a	n/a	4	n/a
502.1500000000	n/a	n/a	n/a	n/a	n/a	270	n/a
505.3100000000	n/a	n/a	n/a	n/a	n/a	370	n/a
511.9500000000	n/a	n/a	n/a	n/a	n/a	70	n/a
514.2300000000	n/a	n/a	n/a	n/a	n/a	4701	n/a
518.1300000000	n/a	n/a	n/a	n/a	n/a	500	n/a
518.5000000000	n/a	n/a	n/a	n/a	n/a	170	n/a
521.6400000000	n/a	n/a	n/a	n/a	n/a	4	n/a
522.3000000000	n/a	n/a	n/a	n/a	n/a	270	n/a
525.4400000000	n/a	n/a	n/a	n/a	n/a	370	n/a
532.1200000000	n/a	n/a	n/a	n/a	n/a	70	n/a
534.3520000000	n/a	n/a	n/a	n/a	n/a	4701	n/a
538.5600000000	n/a	n/a	n/a	n/a	n/a	500	n/a
538.9500000000	n/a	n/a	n/a	n/a	n/a	170	n/a
542.0800000000	n/a	n/a	n/a	n/a	n/a	4	n/a
542.7200000000	n/a	n/a	n/a	n/a	n/a	270	n/a
545.8900000000	n/a	n/a	n/a	n/a	n/a	370	n/a
552.5300000000	n/a	n/a	n/a	n/a	n/a	70	n/a
557.5360000000	n/a	n/a	n/a	n/a	n/a	4700	n/a
559.1400000000	n/a	n/a	n/a	n/a	n/a	500	n/a
559.4800000000	n/a	n/a	n/a	n/a	n/a	170	n/a
562.6500000000	n/a	n/a	n/a	n/a	n/a	4	n/a
563.2800000000	n/a	n/a	n/a	n/a	n/a	270	n/a
566.4600000000	n/a	n/a	n/a	n/a	n/a	370	n/a
573.1000000000	n/a	n/a	n/a	n/a	n/a	70	n/a
575.4000000000	n/a	n/a	n/a	n/a	n/a	4701	n/a
579.6800000000	n/a	n/a	n/a	n/a	n/a	500	n/a
580.0400000000	n/a	n/a	n/a	n/a	n/a	170	n/a
583.2000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
583.8300000000	n/a	n/a	n/a	n/a	n/a	270	n/a
587.0100000000	n/a	n/a	n/a	n/a	n/a	370	n/a
593.6500000000	n/a	n/a	n/a	n/a	n/a	70	n/a
596.3260000000	n/a	n/a	n/a	n/a	n/a	4701	n/a
600.2600000000	n/a	n/a	n/a	n/a	n/a	500	n/a
600.5900000000	n/a	n/a	n/a	n/a	n/a	170	n/a
603.7700000000	n/a	n/a	n/a	n/a	n/a	4	n/a
604.4000000000	n/a	n/a	n/a	n/a	n/a	270	n/a
607.5600000000	n/a	n/a	n/a	n/a	n/a	370	n/a
614.2300000000	n/a	n/a	n/a	n/a	n/a	70	n/a
