onset	duration	sample	trial_type	response_time	stim_file	value	HED
350.3520000000	n/a	n/a	n/a	n/a	n/a	1	n/a
613.6040000000	n/a	n/a	n/a	n/a	n/a	1	n/a
632.4660000000	n/a	n/a	n/a	n/a	n/a	1	n/a
655.2560000000	n/a	n/a	n/a	n/a	n/a	2	n/a
658.3700000000	n/a	n/a	n/a	n/a	n/a	500	n/a
658.7300000000	n/a	n/a	n/a	n/a	n/a	170	n/a
661.8700000000	n/a	n/a	n/a	n/a	n/a	4	n/a
662.5200000000	n/a	n/a	n/a	n/a	n/a	270	n/a
665.6900000000	n/a	n/a	n/a	n/a	n/a	370	n/a
672.3400000000	n/a	n/a	n/a	n/a	n/a	70	n/a
675.3180000000	n/a	n/a	n/a	n/a	n/a	4701	n/a
678.5100000000	n/a	n/a	n/a	n/a	n/a	500	n/a
678.8800000000	n/a	n/a	n/a	n/a	n/a	170	n/a
682.0200000000	n/a	n/a	n/a	n/a	n/a	4	n/a
682.6900000000	n/a	n/a	n/a	n/a	n/a	270	n/a
685.8300000000	n/a	n/a	n/a	n/a	n/a	370	n/a
692.5000000000	n/a	n/a	n/a	n/a	n/a	70	n/a
696.7280000000	n/a	n/a	n/a	n/a	n/a	4700	n/a
696.8920000000	n/a	n/a	n/a	n/a	n/a	3	n/a
697.1620000000	n/a	n/a	n/a	n/a	n/a	4701	n/a
697.8300000000	n/a	n/a	n/a	n/a	n/a	4701	n/a
698.9500000000	n/a	n/a	n/a	n/a	n/a	500	n/a
699.3100000000	n/a	n/a	n/a	n/a	n/a	170	n/a
702.4500000000	n/a	n/a	n/a	n/a	n/a	4	n/a
703.1200000000	n/a	n/a	n/a	n/a	n/a	270	n/a
706.2600000000	n/a	n/a	n/a	n/a	n/a	370	n/a
712.9400000000	n/a	n/a	n/a	n/a	n/a	70	n/a
714.7940000000	n/a	n/a	n/a	n/a	n/a	4701	n/a
719.5100000000	n/a	n/a	n/a	n/a	n/a	500	n/a
719.8800000000	n/a	n/a	n/a	n/a	n/a	170	n/a
723.0200000000	n/a	n/a	n/a	n/a	n/a	4	n/a
