onset	duration	sample	trial_type	response_time	stim_file	value	HED
518.5800000000	n/a	n/a	n/a	n/a	n/a	1	n/a
536.8320000000	n/a	n/a	n/a	n/a	n/a	1	n/a
560.1820000000	n/a	n/a	n/a	n/a	n/a	2	n/a
598.5720000000	n/a	n/a	n/a	n/a	n/a	1	n/a
615.7280000000	n/a	n/a	n/a	n/a	n/a	1	n/a
617.8840000000	n/a	n/a	n/a	n/a	n/a	1	n/a
637.7360000000	n/a	n/a	n/a	n/a	n/a	2	n/a
642.2200000000	n/a	n/a	n/a	n/a	n/a	500	n/a
642.5500000000	n/a	n/a	n/a	n/a	n/a	161	n/a
645.7200000000	n/a	n/a	n/a	n/a	n/a	4	n/a
646.3500000000	n/a	n/a	n/a	n/a	n/a	261	n/a
649.5300000000	n/a	n/a	n/a	n/a	n/a	361	n/a
656.1700000000	n/a	n/a	n/a	n/a	n/a	61	n/a
658.5040000000	n/a	n/a	n/a	n/a	n/a	4610	n/a
662.3100000000	n/a	n/a	n/a	n/a	n/a	500	n/a
662.6500000000	n/a	n/a	n/a	n/a	n/a	161	n/a
665.8200000000	n/a	n/a	n/a	n/a	n/a	4	n/a
666.4500000000	n/a	n/a	n/a	n/a	n/a	261	n/a
669.6300000000	n/a	n/a	n/a	n/a	n/a	361	n/a
676.2900000000	n/a	n/a	n/a	n/a	n/a	61	n/a
679.3260000000	n/a	n/a	n/a	n/a	n/a	4610	n/a
682.5300000000	n/a	n/a	n/a	n/a	n/a	500	n/a
682.9000000000	n/a	n/a	n/a	n/a	n/a	161	n/a
686.0400000000	n/a	n/a	n/a	n/a	n/a	4	n/a
686.7000000000	n/a	n/a	n/a	n/a	n/a	261	n/a
689.8400000000	n/a	n/a	n/a	n/a	n/a	361	n/a
696.5200000000	n/a	n/a	n/a	n/a	n/a	61	n/a
699.5940000000	n/a	n/a	n/a	n/a	n/a	4611	n/a
703.0000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
703.3600000000	n/a	n/a	n/a	n/a	n/a	161	n/a
706.5000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
707.1700000000	n/a	n/a	n/a	n/a	n/a	261	n/a
710.3100000000	n/a	n/a	n/a	n/a	n/a	361	n/a
716.9900000000	n/a	n/a	n/a	n/a	n/a	61	n/a
722.1220000000	n/a	n/a	n/a	n/a	n/a	4610	n/a
723.4000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
723.7600000000	n/a	n/a	n/a	n/a	n/a	161	n/a
726.9000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
727.5700000000	n/a	n/a	n/a	n/a	n/a	261	n/a
730.7100000000	n/a	n/a	n/a	n/a	n/a	361	n/a
737.3900000000	n/a	n/a	n/a	n/a	n/a	61	n/a
739.1140000000	n/a	n/a	n/a	n/a	n/a	4611	n/a
743.9900000000	n/a	n/a	n/a	n/a	n/a	500	n/a
744.3300000000	n/a	n/a	n/a	n/a	n/a	161	n/a
747.5000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
748.1400000000	n/a	n/a	n/a	n/a	n/a	261	n/a
751.3100000000	n/a	n/a	n/a	n/a	n/a	361	n/a
757.9500000000	n/a	n/a	n/a	n/a	n/a	61	n/a
761.7800000000	n/a	n/a	n/a	n/a	n/a	4611	n/a
764.3900000000	n/a	n/a	n/a	n/a	n/a	500	n/a
764.7600000000	n/a	n/a	n/a	n/a	n/a	161	n/a
767.9200000000	n/a	n/a	n/a	n/a	n/a	4	n/a
768.5500000000	n/a	n/a	n/a	n/a	n/a	261	n/a
771.7200000000	n/a	n/a	n/a	n/a	n/a	361	n/a
778.3700000000	n/a	n/a	n/a	n/a	n/a	61	n/a
780.1940000000	n/a	n/a	n/a	n/a	n/a	4611	n/a
784.9400000000	n/a	n/a	n/a	n/a	n/a	500	n/a
785.3100000000	n/a	n/a	n/a	n/a	n/a	161	n/a
788.4500000000	n/a	n/a	n/a	n/a	n/a	4	n/a
789.1200000000	n/a	n/a	n/a	n/a	n/a	261	n/a
792.2600000000	n/a	n/a	n/a	n/a	n/a	361	n/a
798.9300000000	n/a	n/a	n/a	n/a	n/a	61	n/a
800.2940000000	n/a	n/a	n/a	n/a	n/a	4611	n/a
805.2100000000	n/a	n/a	n/a	n/a	n/a	500	n/a
805.5400000000	n/a	n/a	n/a	n/a	n/a	161	n/a
808.7200000000	n/a	n/a	n/a	n/a	n/a	4	n/a
809.3500000000	n/a	n/a	n/a	n/a	n/a	261	n/a
812.5200000000	n/a	n/a	n/a	n/a	n/a	361	n/a
819.1800000000	n/a	n/a	n/a	n/a	n/a	61	n/a
823.4360000000	n/a	n/a	n/a	n/a	n/a	4611	n/a
825.5900000000	n/a	n/a	n/a	n/a	n/a	500	n/a
825.9300000000	n/a	n/a	n/a	n/a	n/a	161	n/a
829.1000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
829.7300000000	n/a	n/a	n/a	n/a	n/a	261	n/a
832.9000000000	n/a	n/a	n/a	n/a	n/a	361	n/a
839.5500000000	n/a	n/a	n/a	n/a	n/a	61	n/a
840.8380000000	n/a	n/a	n/a	n/a	n/a	4611	n/a
845.6900000000	n/a	n/a	n/a	n/a	n/a	500	n/a
846.0300000000	n/a	n/a	n/a	n/a	n/a	161	n/a
849.2000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
849.8300000000	n/a	n/a	n/a	n/a	n/a	261	n/a
853.0000000000	n/a	n/a	n/a	n/a	n/a	361	n/a
859.6500000000	n/a	n/a	n/a	n/a	n/a	61	n/a
863.6760000000	n/a	n/a	n/a	n/a	n/a	4611	n/a
865.9400000000	n/a	n/a	n/a	n/a	n/a	500	n/a
866.3100000000	n/a	n/a	n/a	n/a	n/a	161	n/a
869.4500000000	n/a	n/a	n/a	n/a	n/a	4	n/a
870.1100000000	n/a	n/a	n/a	n/a	n/a	261	n/a
873.2500000000	n/a	n/a	n/a	n/a	n/a	361	n/a
879.9300000000	n/a	n/a	n/a	n/a	n/a	61	n/a
884.8520000000	n/a	n/a	n/a	n/a	n/a	4610	n/a
886.0400000000	n/a	n/a	n/a	n/a	n/a	500	n/a
886.4100000000	n/a	n/a	n/a	n/a	n/a	161	n/a
889.5500000000	n/a	n/a	n/a	n/a	n/a	4	n/a
890.2100000000	n/a	n/a	n/a	n/a	n/a	261	n/a
893.3500000000	n/a	n/a	n/a	n/a	n/a	361	n/a
900.0300000000	n/a	n/a	n/a	n/a	n/a	61	n/a
902.6640000000	n/a	n/a	n/a	n/a	n/a	4611	n/a
906.1700000000	n/a	n/a	n/a	n/a	n/a	500	n/a
906.5400000000	n/a	n/a	n/a	n/a	n/a	161	n/a
909.6800000000	n/a	n/a	n/a	n/a	n/a	4	n/a
910.3500000000	n/a	n/a	n/a	n/a	n/a	261	n/a
913.4800000000	n/a	n/a	n/a	n/a	n/a	361	n/a
920.1600000000	n/a	n/a	n/a	n/a	n/a	61	n/a
923.8240000000	n/a	n/a	n/a	n/a	n/a	4611	n/a
926.5700000000	n/a	n/a	n/a	n/a	n/a	500	n/a
926.9400000000	n/a	n/a	n/a	n/a	n/a	161	n/a
930.0800000000	n/a	n/a	n/a	n/a	n/a	4	n/a
930.7400000000	n/a	n/a	n/a	n/a	n/a	261	n/a
933.8800000000	n/a	n/a	n/a	n/a	n/a	361	n/a
940.5600000000	n/a	n/a	n/a	n/a	n/a	61	n/a
943.2740000000	n/a	n/a	n/a	n/a	n/a	4611	n/a
947.0000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
947.3400000000	n/a	n/a	n/a	n/a	n/a	161	n/a
950.5100000000	n/a	n/a	n/a	n/a	n/a	4	n/a
951.1400000000	n/a	n/a	n/a	n/a	n/a	261	n/a
954.3000000000	n/a	n/a	n/a	n/a	n/a	361	n/a
960.9800000000	n/a	n/a	n/a	n/a	n/a	61	n/a
964.6920000000	n/a	n/a	n/a	n/a	n/a	4611	n/a
967.2500000000	n/a	n/a	n/a	n/a	n/a	500	n/a
967.5900000000	n/a	n/a	n/a	n/a	n/a	161	n/a
970.7600000000	n/a	n/a	n/a	n/a	n/a	4	n/a
971.3900000000	n/a	n/a	n/a	n/a	n/a	261	n/a
974.5600000000	n/a	n/a	n/a	n/a	n/a	361	n/a
981.2300000000	n/a	n/a	n/a	n/a	n/a	61	n/a
983.6960000000	n/a	n/a	n/a	n/a	n/a	4611	n/a
987.3400000000	n/a	n/a	n/a	n/a	n/a	500	n/a
987.6700000000	n/a	n/a	n/a	n/a	n/a	161	n/a
990.8400000000	n/a	n/a	n/a	n/a	n/a	4	n/a
991.4800000000	n/a	n/a	n/a	n/a	n/a	261	n/a
994.6500000000	n/a	n/a	n/a	n/a	n/a	361	n/a
1001.3000000000	n/a	n/a	n/a	n/a	n/a	61	n/a
1004.7000000000	n/a	n/a	n/a	n/a	n/a	4611	n/a
1007.7000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
1008.1000000000	n/a	n/a	n/a	n/a	n/a	161	n/a
1011.2000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
1011.9000000000	n/a	n/a	n/a	n/a	n/a	261	n/a
1015.0000000000	n/a	n/a	n/a	n/a	n/a	361	n/a
1021.7000000000	n/a	n/a	n/a	n/a	n/a	61	n/a
1023.6880000000	n/a	n/a	n/a	n/a	n/a	4611	n/a
1028.1000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
1028.5000000000	n/a	n/a	n/a	n/a	n/a	161	n/a
1031.6000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
1032.3000000000	n/a	n/a	n/a	n/a	n/a	261	n/a
1035.4000000000	n/a	n/a	n/a	n/a	n/a	361	n/a
1042.1000000000	n/a	n/a	n/a	n/a	n/a	61	n/a
1047.3200000000	n/a	n/a	n/a	n/a	n/a	4611	n/a
1048.6000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
1048.9000000000	n/a	n/a	n/a	n/a	n/a	171	n/a
1052.1000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
1052.7000000000	n/a	n/a	n/a	n/a	n/a	271	n/a
1055.9000000000	n/a	n/a	n/a	n/a	n/a	371	n/a
1062.6000000000	n/a	n/a	n/a	n/a	n/a	71	n/a
1066.8120000000	n/a	n/a	n/a	n/a	n/a	4711	n/a
1069.0000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
1069.4000000000	n/a	n/a	n/a	n/a	n/a	171	n/a
1072.5000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
1073.2000000000	n/a	n/a	n/a	n/a	n/a	271	n/a
1076.3000000000	n/a	n/a	n/a	n/a	n/a	371	n/a
1083.0000000000	n/a	n/a	n/a	n/a	n/a	71	n/a
1084.3820000000	n/a	n/a	n/a	n/a	n/a	4710	n/a
1089.4000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
1089.7000000000	n/a	n/a	n/a	n/a	n/a	171	n/a
1092.9000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
1093.5000000000	n/a	n/a	n/a	n/a	n/a	271	n/a
1096.7000000000	n/a	n/a	n/a	n/a	n/a	371	n/a
1103.3000000000	n/a	n/a	n/a	n/a	n/a	71	n/a
1104.5880000000	n/a	n/a	n/a	n/a	n/a	4710	n/a
1109.5000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
1109.9000000000	n/a	n/a	n/a	n/a	n/a	171	n/a
1113.0000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
1113.7000000000	n/a	n/a	n/a	n/a	n/a	271	n/a
1116.8000000000	n/a	n/a	n/a	n/a	n/a	371	n/a
1123.5000000000	n/a	n/a	n/a	n/a	n/a	71	n/a
1126.3280000000	n/a	n/a	n/a	n/a	n/a	4711	n/a
1129.8000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
1130.2000000000	n/a	n/a	n/a	n/a	n/a	171	n/a
1133.3000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
1134.0000000000	n/a	n/a	n/a	n/a	n/a	271	n/a
1137.1000000000	n/a	n/a	n/a	n/a	n/a	371	n/a
1143.8000000000	n/a	n/a	n/a	n/a	n/a	71	n/a
1147.3500000000	n/a	n/a	n/a	n/a	n/a	4711	n/a
1150.3000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
1150.7000000000	n/a	n/a	n/a	n/a	n/a	171	n/a
1153.9000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
1154.5000000000	n/a	n/a	n/a	n/a	n/a	271	n/a
1157.7000000000	n/a	n/a	n/a	n/a	n/a	371	n/a
1164.3000000000	n/a	n/a	n/a	n/a	n/a	71	n/a
1165.7120000000	n/a	n/a	n/a	n/a	n/a	4711	n/a
1170.9000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
1171.3000000000	n/a	n/a	n/a	n/a	n/a	171	n/a
1174.5000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
1175.1000000000	n/a	n/a	n/a	n/a	n/a	271	n/a
1178.3000000000	n/a	n/a	n/a	n/a	n/a	371	n/a
1184.9000000000	n/a	n/a	n/a	n/a	n/a	71	n/a
1187.7100000000	n/a	n/a	n/a	n/a	n/a	4710	n/a
1190.1540000000	n/a	n/a	n/a	n/a	n/a	4711	n/a
1191.5000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
1191.9000000000	n/a	n/a	n/a	n/a	n/a	171	n/a
1195.0000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
1195.7000000000	n/a	n/a	n/a	n/a	n/a	271	n/a
1198.8000000000	n/a	n/a	n/a	n/a	n/a	371	n/a
1205.5000000000	n/a	n/a	n/a	n/a	n/a	71	n/a
1207.3840000000	n/a	n/a	n/a	n/a	n/a	4711	n/a
1211.8000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
1212.2000000000	n/a	n/a	n/a	n/a	n/a	171	n/a
1215.3000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
1216.0000000000	n/a	n/a	n/a	n/a	n/a	271	n/a
1219.1000000000	n/a	n/a	n/a	n/a	n/a	371	n/a
1225.8000000000	n/a	n/a	n/a	n/a	n/a	71	n/a
1229.0920000000	n/a	n/a	n/a	n/a	n/a	4710	n/a
1232.0000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
1232.3000000000	n/a	n/a	n/a	n/a	n/a	171	n/a
