onset	duration	sample	trial_type	response_time	stim_file	value	HED
301.5380000000	n/a	n/a	n/a	n/a	n/a	1	n/a
393.2340000000	n/a	n/a	n/a	n/a	n/a	1	n/a
417.5200000000	n/a	n/a	n/a	n/a	n/a	1	n/a
670.7100000000	n/a	n/a	n/a	n/a	n/a	500	n/a
671.0500000000	n/a	n/a	n/a	n/a	n/a	161	n/a
674.2200000000	n/a	n/a	n/a	n/a	n/a	4	n/a
674.8500000000	n/a	n/a	n/a	n/a	n/a	261	n/a
678.0100000000	n/a	n/a	n/a	n/a	n/a	361	n/a
684.6800000000	n/a	n/a	n/a	n/a	n/a	61	n/a
687.8020000000	n/a	n/a	n/a	n/a	n/a	4611	n/a
690.7900000000	n/a	n/a	n/a	n/a	n/a	500	n/a
691.1600000000	n/a	n/a	n/a	n/a	n/a	161	n/a
694.3000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
694.9700000000	n/a	n/a	n/a	n/a	n/a	261	n/a
698.1200000000	n/a	n/a	n/a	n/a	n/a	361	n/a
704.7800000000	n/a	n/a	n/a	n/a	n/a	61	n/a
707.0760000000	n/a	n/a	n/a	n/a	n/a	4610	n/a
711.0300000000	n/a	n/a	n/a	n/a	n/a	500	n/a
711.3900000000	n/a	n/a	n/a	n/a	n/a	161	n/a
714.5300000000	n/a	n/a	n/a	n/a	n/a	4	n/a
715.2000000000	n/a	n/a	n/a	n/a	n/a	261	n/a
718.3400000000	n/a	n/a	n/a	n/a	n/a	361	n/a
725.0200000000	n/a	n/a	n/a	n/a	n/a	61	n/a
728.1680000000	n/a	n/a	n/a	n/a	n/a	4611	n/a
731.4900000000	n/a	n/a	n/a	n/a	n/a	500	n/a
731.8600000000	n/a	n/a	n/a	n/a	n/a	161	n/a
735.0000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
735.6700000000	n/a	n/a	n/a	n/a	n/a	261	n/a
738.8000000000	n/a	n/a	n/a	n/a	n/a	361	n/a
745.4600000000	n/a	n/a	n/a	n/a	n/a	61	n/a
747.7040000000	n/a	n/a	n/a	n/a	n/a	4611	n/a
751.9100000000	n/a	n/a	n/a	n/a	n/a	500	n/a
752.2400000000	n/a	n/a	n/a	n/a	n/a	161	n/a
755.4100000000	n/a	n/a	n/a	n/a	n/a	4	n/a
756.0500000000	n/a	n/a	n/a	n/a	n/a	261	n/a
759.2200000000	n/a	n/a	n/a	n/a	n/a	361	n/a
765.8600000000	n/a	n/a	n/a	n/a	n/a	61	n/a
768.0620000000	n/a	n/a	n/a	n/a	n/a	4611	n/a
772.4900000000	n/a	n/a	n/a	n/a	n/a	500	n/a
772.8300000000	n/a	n/a	n/a	n/a	n/a	161	n/a
776.0000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
776.6300000000	n/a	n/a	n/a	n/a	n/a	261	n/a
779.8000000000	n/a	n/a	n/a	n/a	n/a	361	n/a
786.4500000000	n/a	n/a	n/a	n/a	n/a	61	n/a
790.1600000000	n/a	n/a	n/a	n/a	n/a	4610	n/a
