onset	duration	sample	trial_type	response_time	stim_file	value	HED
285.5520000000	n/a	n/a	n/a	n/a	n/a	2	n/a
306.0940000000	n/a	n/a	n/a	n/a	n/a	1	n/a
327.8640000000	n/a	n/a	n/a	n/a	n/a	1	n/a
380.1580000000	n/a	n/a	n/a	n/a	n/a	1	n/a
399.9500000000	n/a	n/a	n/a	n/a	n/a	1	n/a
421.5960000000	n/a	n/a	n/a	n/a	n/a	2	n/a
425.8100000000	n/a	n/a	n/a	n/a	n/a	500	n/a
426.1400000000	n/a	n/a	n/a	n/a	n/a	170	n/a
429.3200000000	n/a	n/a	n/a	n/a	n/a	4	n/a
429.9700000000	n/a	n/a	n/a	n/a	n/a	270	n/a
433.1000000000	n/a	n/a	n/a	n/a	n/a	370	n/a
439.7800000000	n/a	n/a	n/a	n/a	n/a	70	n/a
441.5860000000	n/a	n/a	n/a	n/a	n/a	4701	n/a
445.9400000000	n/a	n/a	n/a	n/a	n/a	500	n/a
446.3100000000	n/a	n/a	n/a	n/a	n/a	170	n/a
449.4500000000	n/a	n/a	n/a	n/a	n/a	4	n/a
450.1100000000	n/a	n/a	n/a	n/a	n/a	270	n/a
453.2500000000	n/a	n/a	n/a	n/a	n/a	370	n/a
459.9300000000	n/a	n/a	n/a	n/a	n/a	70	n/a
461.8780000000	n/a	n/a	n/a	n/a	n/a	4701	n/a
466.3700000000	n/a	n/a	n/a	n/a	n/a	500	n/a
466.7400000000	n/a	n/a	n/a	n/a	n/a	170	n/a
469.9000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
470.5300000000	n/a	n/a	n/a	n/a	n/a	270	n/a
473.6900000000	n/a	n/a	n/a	n/a	n/a	370	n/a
480.3600000000	n/a	n/a	n/a	n/a	n/a	70	n/a
481.9640000000	n/a	n/a	n/a	n/a	n/a	4701	n/a
486.9400000000	n/a	n/a	n/a	n/a	n/a	500	n/a
487.3100000000	n/a	n/a	n/a	n/a	n/a	170	n/a
490.4500000000	n/a	n/a	n/a	n/a	n/a	4	n/a
491.1100000000	n/a	n/a	n/a	n/a	n/a	270	n/a
494.2500000000	n/a	n/a	n/a	n/a	n/a	370	n/a
500.9100000000	n/a	n/a	n/a	n/a	n/a	70	n/a
502.8900000000	n/a	n/a	n/a	n/a	n/a	4701	n/a
507.4900000000	n/a	n/a	n/a	n/a	n/a	500	n/a
507.8600000000	n/a	n/a	n/a	n/a	n/a	170	n/a
511.0000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
511.6500000000	n/a	n/a	n/a	n/a	n/a	270	n/a
514.8200000000	n/a	n/a	n/a	n/a	n/a	370	n/a
521.4600000000	n/a	n/a	n/a	n/a	n/a	70	n/a
522.9340000000	n/a	n/a	n/a	n/a	n/a	4701	n/a
528.0700000000	n/a	n/a	n/a	n/a	n/a	500	n/a
528.4100000000	n/a	n/a	n/a	n/a	n/a	170	n/a
531.5800000000	n/a	n/a	n/a	n/a	n/a	4	n/a
