onset	duration	sample	trial_type	response_time	stim_file	value	HED
297.9620000000	n/a	n/a	n/a	n/a	n/a	2	n/a
330.7640000000	n/a	n/a	n/a	n/a	n/a	1	n/a
538.9600000000	n/a	n/a	n/a	n/a	n/a	1	n/a
557.2560000000	n/a	n/a	n/a	n/a	n/a	1	n/a
579.6360000000	n/a	n/a	n/a	n/a	n/a	1	n/a
582.9500000000	n/a	n/a	n/a	n/a	n/a	500	n/a
583.2900000000	n/a	n/a	n/a	n/a	n/a	150	n/a
586.4600000000	n/a	n/a	n/a	n/a	n/a	4	n/a
587.0900000000	n/a	n/a	n/a	n/a	n/a	250	n/a
590.2600000000	n/a	n/a	n/a	n/a	n/a	350	n/a
596.9100000000	n/a	n/a	n/a	n/a	n/a	50	n/a
600.5420000000	n/a	n/a	n/a	n/a	n/a	4501	n/a
603.0200000000	n/a	n/a	n/a	n/a	n/a	500	n/a
603.3800000000	n/a	n/a	n/a	n/a	n/a	150	n/a
606.5200000000	n/a	n/a	n/a	n/a	n/a	4	n/a
607.1900000000	n/a	n/a	n/a	n/a	n/a	250	n/a
610.3300000000	n/a	n/a	n/a	n/a	n/a	350	n/a
617.0100000000	n/a	n/a	n/a	n/a	n/a	50	n/a
620.8180000000	n/a	n/a	n/a	n/a	n/a	4501	n/a
623.4300000000	n/a	n/a	n/a	n/a	n/a	500	n/a
623.8000000000	n/a	n/a	n/a	n/a	n/a	150	n/a
626.9600000000	n/a	n/a	n/a	n/a	n/a	4	n/a
627.5900000000	n/a	n/a	n/a	n/a	n/a	250	n/a
630.7600000000	n/a	n/a	n/a	n/a	n/a	350	n/a
637.4200000000	n/a	n/a	n/a	n/a	n/a	50	n/a
640.2760000000	n/a	n/a	n/a	n/a	n/a	4501	n/a
643.9700000000	n/a	n/a	n/a	n/a	n/a	500	n/a
644.3300000000	n/a	n/a	n/a	n/a	n/a	150	n/a
647.4900000000	n/a	n/a	n/a	n/a	n/a	4	n/a
648.1200000000	n/a	n/a	n/a	n/a	n/a	250	n/a
651.2900000000	n/a	n/a	n/a	n/a	n/a	350	n/a
657.9400000000	n/a	n/a	n/a	n/a	n/a	50	n/a
661.5700000000	n/a	n/a	n/a	n/a	n/a	4500	n/a
664.3700000000	n/a	n/a	n/a	n/a	n/a	500	n/a
664.7300000000	n/a	n/a	n/a	n/a	n/a	150	n/a
667.8700000000	n/a	n/a	n/a	n/a	n/a	4	n/a
668.5400000000	n/a	n/a	n/a	n/a	n/a	250	n/a
671.6800000000	n/a	n/a	n/a	n/a	n/a	350	n/a
678.3400000000	n/a	n/a	n/a	n/a	n/a	50	n/a
680.3280000000	n/a	n/a	n/a	n/a	n/a	4501	n/a
684.4800000000	n/a	n/a	n/a	n/a	n/a	500	n/a
684.8100000000	n/a	n/a	n/a	n/a	n/a	150	n/a
687.9900000000	n/a	n/a	n/a	n/a	n/a	4	n/a
688.6200000000	n/a	n/a	n/a	n/a	n/a	250	n/a
691.7900000000	n/a	n/a	n/a	n/a	n/a	350	n/a
698.4400000000	n/a	n/a	n/a	n/a	n/a	50	n/a
700.4680000000	n/a	n/a	n/a	n/a	n/a	4501	n/a
704.9500000000	n/a	n/a	n/a	n/a	n/a	500	n/a
