onset	duration	sample	trial_type	response_time	stim_file	value	HED
794.7400000000	n/a	n/a	n/a	n/a	n/a	2	n/a
817.8200000000	n/a	n/a	n/a	n/a	n/a	1	n/a
855.5760000000	n/a	n/a	n/a	n/a	n/a	1	n/a
876.4400000000	n/a	n/a	n/a	n/a	n/a	1	n/a
916.8440000000	n/a	n/a	n/a	n/a	n/a	2	n/a
935.1960000000	n/a	n/a	n/a	n/a	n/a	1	n/a
956.6460000000	n/a	n/a	n/a	n/a	n/a	2	n/a
959.1300000000	n/a	n/a	n/a	n/a	n/a	500	n/a
959.4900000000	n/a	n/a	n/a	n/a	n/a	170	n/a
962.6300000000	n/a	n/a	n/a	n/a	n/a	4	n/a
963.3000000000	n/a	n/a	n/a	n/a	n/a	270	n/a
966.4400000000	n/a	n/a	n/a	n/a	n/a	370	n/a
973.1200000000	n/a	n/a	n/a	n/a	n/a	70	n/a
975.6960000000	n/a	n/a	n/a	n/a	n/a	4700	n/a
979.2900000000	n/a	n/a	n/a	n/a	n/a	500	n/a
979.6300000000	n/a	n/a	n/a	n/a	n/a	170	n/a
982.8000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
983.4300000000	n/a	n/a	n/a	n/a	n/a	270	n/a
986.6000000000	n/a	n/a	n/a	n/a	n/a	370	n/a
993.2500000000	n/a	n/a	n/a	n/a	n/a	70	n/a
998.0760000000	n/a	n/a	n/a	n/a	n/a	4700	n/a
999.7300000000	n/a	n/a	n/a	n/a	n/a	500	n/a
1000.1000000000	n/a	n/a	n/a	n/a	n/a	170	n/a
1003.2000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
1003.9000000000	n/a	n/a	n/a	n/a	n/a	270	n/a
1007.0000000000	n/a	n/a	n/a	n/a	n/a	370	n/a
1013.7000000000	n/a	n/a	n/a	n/a	n/a	70	n/a
1015.0720000000	n/a	n/a	n/a	n/a	n/a	4700	n/a
1020.3000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
1020.6000000000	n/a	n/a	n/a	n/a	n/a	170	n/a
1023.8000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
1024.4000000000	n/a	n/a	n/a	n/a	n/a	270	n/a
1027.6000000000	n/a	n/a	n/a	n/a	n/a	370	n/a
1034.2000000000	n/a	n/a	n/a	n/a	n/a	70	n/a
1036.7620000000	n/a	n/a	n/a	n/a	n/a	4701	n/a
1040.8000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
1041.2000000000	n/a	n/a	n/a	n/a	n/a	170	n/a
1044.3000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
1045.0000000000	n/a	n/a	n/a	n/a	n/a	270	n/a
1048.1000000000	n/a	n/a	n/a	n/a	n/a	370	n/a
1054.8000000000	n/a	n/a	n/a	n/a	n/a	70	n/a
1057.2980000000	n/a	n/a	n/a	n/a	n/a	4701	n/a
1061.4000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
1061.8000000000	n/a	n/a	n/a	n/a	n/a	170	n/a
1064.9000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
1065.5000000000	n/a	n/a	n/a	n/a	n/a	270	n/a
1068.7000000000	n/a	n/a	n/a	n/a	n/a	370	n/a
1075.4000000000	n/a	n/a	n/a	n/a	n/a	70	n/a
1078.9220000000	n/a	n/a	n/a	n/a	n/a	4701	n/a
1081.8000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
1082.1000000000	n/a	n/a	n/a	n/a	n/a	170	n/a
1085.3000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
1085.9000000000	n/a	n/a	n/a	n/a	n/a	270	n/a
1089.1000000000	n/a	n/a	n/a	n/a	n/a	370	n/a
1095.8000000000	n/a	n/a	n/a	n/a	n/a	70	n/a
1099.8660000000	n/a	n/a	n/a	n/a	n/a	4701	n/a
1102.2000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
1102.6000000000	n/a	n/a	n/a	n/a	n/a	170	n/a
1105.7000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
1106.4000000000	n/a	n/a	n/a	n/a	n/a	270	n/a
1109.6000000000	n/a	n/a	n/a	n/a	n/a	370	n/a
1116.2000000000	n/a	n/a	n/a	n/a	n/a	70	n/a
1121.7380000000	n/a	n/a	n/a	n/a	n/a	4700	n/a
1122.5000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
1122.9000000000	n/a	n/a	n/a	n/a	n/a	170	n/a
1126.0000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
1126.7000000000	n/a	n/a	n/a	n/a	n/a	270	n/a
1129.9000000000	n/a	n/a	n/a	n/a	n/a	370	n/a
1136.5000000000	n/a	n/a	n/a	n/a	n/a	70	n/a
1139.6860000000	n/a	n/a	n/a	n/a	n/a	4701	n/a
1143.0000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
1143.3000000000	n/a	n/a	n/a	n/a	n/a	170	n/a
1146.5000000000	n/a	n/a	n/a	n/a	n/a	4	n/a
1147.1000000000	n/a	n/a	n/a	n/a	n/a	270	n/a
1150.3000000000	n/a	n/a	n/a	n/a	n/a	370	n/a
1157.0000000000	n/a	n/a	n/a	n/a	n/a	70	n/a
1161.4780000000	n/a	n/a	n/a	n/a	n/a	4700	n/a
1163.1000000000	n/a	n/a	n/a	n/a	n/a	500	n/a
1163.5000000000	n/a	n/a	n/a	n/a	n/a	170	n/a
